texts,class
สีของเสื้อไม่ได้บอกว่าเรามีทุกข์หรือมีสุขแต่รอยยิ้มกำลังบอก,1
วันนี้ที่นั่งกินข้าวมันดีจริงข้างบอมไม่มีคนนั่งมุมมันใช่นี่มองบอมบับถ้านางสึกได้คงสึกแล้วเคลิ้มฟินมีสุขฝันดี,1
กรี้ดคืนนี้มีฟิคให้เสพรู้สึกไก่ผู้หญิงถึงผู้หญิงจังค่ะมีสุข,1
ไหว้พระจันทน์เฮงรวยมีสุขครอบครัวบ้านแสนสุขสะแกงาม,1
ช่วยกันนะพานางมาเรียนต่อกันน๊ะอยากฟังน้องร้องสากลกัยลูกทุ่งสู้น๊ามีสุข,1
จัดดอกไม้กุหลาบสีส้มสักการะเทพสิริมงคลครอบครัวตัวเองมีสุข,1
ถวายสังฆทานเทียนพรรษาครอบครัวแม่มารดาทำบุญมีสุข,1
วันนี้เมื่อสองปีที่ผ่านมาเจ้ายังอยู่นะมีสุขวันฝนตก,1
ใส่บาตรอาสาฬหบูชาอุทิศมารดาครอบครัวทำบุญมีสุขร่มเย็น,1
จัดดอกไม้ถวายพระมีสุขร่มเย็นสุขกายสุขใจมีความสุขสดชื่นตลอดไป,1
